LECROYWR104MXi,20621,Waveform
Segments,1,SegmentSize,2501
Segment,TrigTime,TimeSinceSegment1
#1,21-May-2015 13:59:34,0                 
Time,Ampl
4.126e-005,0.050227
4.1264e-005,0.0499889
4.1268e-005,0.0497904
4.1272e-005,0.0501625
4.1276e-005,0.0504105
4.128e-005,0.0500732
4.1284e-005,0.0500286
4.1288e-005,0.0501178
4.1292e-005,0.0504651
4.1296e-005,0.0496565
4.13e-005,0.0498252
4.1304e-005,0.0501079
4.1308e-005,0.0503907
4.1312e-005,0.0503411
4.1316e-005,0.0503956
4.132e-005,0.0505445
4.1324e-005,0.0501426
4.1328e-005,0.0500583
4.1332e-005,0.0501129
4.1336e-005,0.0493093
4.134e-005,0.050475
4.1344e-005,0.0504254
4.1348e-005,0.0501426
4.1352e-005,0.0503212
4.1356e-005,0.0502468
4.136e-005,0.0505296
4.1364e-005,0.0502915
4.1368e-005,0.0508421
4.1372e-005,0.0494035
4.1376e-005,0.049349
4.138e-005,0.0498252
4.1384e-005,0.0500881
4.1388e-005,0.0501873
4.1392e-005,0.0497756
4.1396e-005,0.0503361
4.14e-005,0.0503609
4.1404e-005,0.050227
4.1408e-005,0.05047
4.1412e-005,0.0507528
4.1416e-005,0.0498103
4.142e-005,0.0496317
4.1424e-005,0.0506933
4.1428e-005,0.0503907
4.1432e-005,0.0503609
4.1436e-005,0.050356
4.144e-005,0.0502716
4.1444e-005,0.0509264
4.1448e-005,0.0504204
4.1452e-005,0.0507826
4.1456e-005,0.0507974
4.146e-005,0.0515167
4.1464e-005,0.0507677
4.1468e-005,0.0505544
4.1472e-005,0.050604
4.1476e-005,0.050857
4.148e-005,0.0505097
4.1484e-005,0.0507677
4.1488e-005,0.050222
4.1492e-005,0.0505345
4.1496e-005,0.0512588
4.15e-005,0.0509909
4.1504e-005,0.050852
4.1508e-005,0.0504502
4.1512e-005,0.0492051
4.1516e-005,0.0437038
4.152e-005,0.0400726
4.1524e-005,0.0372153
4.1528e-005,0.0363522
4.1532e-005,0.0355684
4.1536e-005,0.0339562
4.154e-005,0.0262425
4.1544e-005,0.0205874
4.1548e-005,0.0202749
4.1552e-005,0.0193076
4.1556e-005,0.0187371
4.156e-005,0.0189008
4.1564e-005,0.0108795
4.1568e-005,0.00237213
4.1572e-005,0.000968278
4.1576e-005,0.000467258
4.158e-005,0.000536706
4.1584e-005,0.00138001
4.1588e-005,0.0004871
4.1592e-005,0.000789697
4.1596e-005,0.000492061
4.16e-005,-1.88803e-005
4.1604e-005,0.0095005
4.1608e-005,0.0196548
4.1612e-005,0.0229387
4.1616e-005,0.0270908
4.162e-005,0.0319025
4.1624e-005,0.0352063
4.1628e-005,0.0371112
4.1632e-005,0.0391897
4.1636e-005,0.0407076
4.164e-005,0.0424537
4.1644e-005,0.0432325
4.1648e-005,0.0453408
4.1652e-005,0.0456434
4.1656e-005,0.0464123
4.166e-005,0.0476425
4.1664e-005,0.0481336
4.1668e-005,0.0484213
4.1672e-005,0.0492497
4.1676e-005,0.0492101
4.168e-005,0.0507379
4.1684e-005,0.0506288
4.1688e-005,0.0514423
4.1692e-005,0.0516705
4.1696e-005,0.0517796
4.17e-005,0.0521814
4.1704e-005,0.0521715
4.1708e-005,0.0524543
4.1712e-005,0.0527767
4.1716e-005,0.053119
4.172e-005,0.0531736
4.1724e-005,0.0537688
4.1728e-005,0.0538978
4.1732e-005,0.0538284
4.1736e-005,0.0550239
4.174e-005,0.0544137
4.1744e-005,0.0546617
4.1748e-005,0.0546171
4.1752e-005,0.0546072
4.1756e-005,0.0552521
4.176e-005,0.054632
4.1764e-005,0.055262
4.1768e-005,0.0550685
4.1772e-005,0.0549197
4.1776e-005,0.0544137
4.178e-005,0.0555745
4.1784e-005,0.0558027
4.1788e-005,0.0555199
4.1792e-005,0.0549743
4.1796e-005,0.056145
4.18e-005,0.0564079
4.1804e-005,0.0552967
4.1808e-005,0.0560011
4.1812e-005,0.0549743
4.1816e-005,0.0557878
4.182e-005,0.0560011
4.1824e-005,0.0551479
4.1828e-005,0.0562095
4.1832e-005,0.0558523
4.1836e-005,0.0563136
4.184e-005,0.0554654
4.1844e-005,0.0555398
4.1848e-005,0.0560309
4.1852e-005,0.0561598
4.1856e-005,0.0557084
4.186e-005,0.0559713
4.1864e-005,0.0551876
4.1868e-005,0.0563533
4.1872e-005,0.0558126
4.1876e-005,0.0560358
4.188e-005,0.0564823
4.1884e-005,0.0556489
4.1888e-005,0.0559267
4.1892e-005,0.0557432
4.1896e-005,0.056011
4.19e-005,0.055257
4.1904e-005,0.0567254
4.1908e-005,0.0560854
